D_ends,D_sites,Repair Rate,Repair Rate Std,Misrepair Rate,Misrepair Rate Std
100000000000.0,10000000000000.0,1.0,0.0,0.0,0.0
100000000000.0,31622776601683.797,1.0,0.0,0.0,0.0
100000000000.0,100000000000000.0,1.0,0.0,0.0,0.0
100000000000.0,316227766016837.94,1.0,0.0,0.0,0.0
100000000000.0,1000000000000000.0,1.0,0.0,0.0,0.0
100000000000.0,3162277660168379.5,1.0,0.0,0.0,0.0
100000000000.0,1e+16,1.0,0.0,0.0,0.0
316227766016.83795,10000000000.0,1.0,0.0,0.0,0.0
316227766016.83795,31622776601.683792,1.0,0.0,0.0,0.0
316227766016.83795,100000000000.0,1.0,0.0,0.0,0.0
316227766016.83795,316227766016.83795,1.0,0.0,0.0,0.0
316227766016.83795,1000000000000.0,1.0,0.0,0.0,0.0
316227766016.83795,3162277660168.3794,1.0,0.0,0.0,0.0
316227766016.83795,10000000000000.0,1.0,0.0,0.0,0.0
316227766016.83795,31622776601683.797,1.0,0.0,0.0,0.0
316227766016.83795,100000000000000.0,1.0,0.0,0.0,0.0
316227766016.83795,316227766016837.94,1.0,0.0,0.0,0.0
316227766016.83795,1000000000000000.0,1.0,0.0,0.0,0.0
316227766016.83795,3162277660168379.5,1.0,0.0,0.0,0.0
316227766016.83795,1e+16,1.0,0.0,0.0,0.0
1000000000000.0,10000000000.0,1.0,0.0,0.0,0.0
1000000000000.0,31622776601.683792,0.998,0.0446766158073773,0.0,0.0
1000000000000.0,100000000000.0,1.0,0.0,0.0,0.0
1000000000000.0,316227766016.83795,0.996,0.063118935352238,0.0,0.0
1000000000000.0,1000000000000.0,0.998,0.0446766158073773,0.0,0.0
1000000000000.0,3162277660168.3794,0.994,0.0772269383052313,0.0,0.0
1000000000000.0,10000000000000.0,0.998,0.0446766158073773,0.0,0.0
1000000000000.0,31622776601683.797,1.0,0.0,0.0,0.0
1000000000000.0,100000000000000.0,0.996,0.063118935352238,0.0,0.0
1000000000000.0,316227766016837.94,1.0,0.0,0.0,0.0
1000000000000.0,1000000000000000.0,0.998,0.0446766158073773,0.0,0.0
1000000000000.0,3162277660168379.5,0.998,0.0446766158073773,0.0,0.0
1000000000000.0,1e+16,0.998,0.0446766158073773,0.0,0.0
3162277660168.3794,10000000000.0,0.94,0.2374868417407583,0.0,0.0
3162277660168.3794,31622776601.683792,0.952,0.2137662274541982,0.0,0.0
3162277660168.3794,100000000000.0,0.954,0.2094850830011531,0.0,0.0
3162277660168.3794,316227766016.83795,0.96,0.1959591794226542,0.0,0.0
3162277660168.3794,1000000000000.0,0.94,0.2374868417407583,0.0,0.0
3162277660168.3794,3162277660168.3794,0.938,0.2411555514600482,0.004,0.063118935352238
3162277660168.3794,10000000000000.0,0.948,0.2220270253820467,0.006,0.0772269383052313
3162277660168.3794,31622776601683.797,0.948,0.2220270253820467,0.002,0.0446766158073773
3162277660168.3794,100000000000000.0,0.936,0.2447529366524536,0.012,0.1088852607105296
3162277660168.3794,316227766016837.94,0.946,0.2260176984220483,0.006,0.0772269383052313
3162277660168.3794,1000000000000000.0,0.962,0.19119623427254,0.002,0.0446766158073773
3162277660168.3794,3162277660168379.5,0.946,0.2260176984220483,0.004,0.063118935352238
3162277660168.3794,1e+16,0.944,0.2299217258111986,0.0,0.0
10000000000000.0,10000000000.0,0.77,0.4208325082500163,0.004,0.063118935352238
10000000000000.0,31622776601.683792,0.772,0.4195426080864731,0.01,0.0994987437106619
10000000000000.0,100000000000.0,0.746,0.4352975993501457,0.008,0.0890842298052803
10000000000000.0,316227766016.83795,0.766,0.423372176695635,0.006,0.0772269383052312
10000000000000.0,1000000000000.0,0.738,0.439722639853806,0.014,0.1174904251417961
10000000000000.0,3162277660168.3794,0.788,0.408724846320847,0.008,0.0890842298052803
10000000000000.0,10000000000000.0,0.784,0.4115142767875739,0.01,0.0994987437106619
10000000000000.0,31622776601683.797,0.732,0.4429175995600084,0.034,0.181229136730273
10000000000000.0,100000000000000.0,0.72,0.4489988864128729,0.036,0.1862900963551202
10000000000000.0,316227766016837.94,0.706,0.4555919226676434,0.036,0.1862900963551202
10000000000000.0,1000000000000000.0,0.738,0.439722639853806,0.008,0.0890842298052803
10000000000000.0,3162277660168379.5,0.75,0.4330127018922193,0.008,0.0890842298052803
10000000000000.0,1e+16,0.756,0.4294927240361588,0.014,0.1174904251417961
31622776601683.797,10000000000.0,0.472,0.4992153843783261,0.048,0.2137662274541982
31622776601683.797,31622776601.683792,0.482,0.4996758949559204,0.036,0.1862900963551202
31622776601683.797,100000000000.0,0.464,0.4987023160162784,0.064,0.2447529366524536
31622776601683.797,316227766016.83795,0.47,0.4990991885387111,0.038,0.19119623427254
31622776601683.797,1000000000000.0,0.508,0.4999359959034756,0.034,0.181229136730273
31622776601683.797,3162277660168.3794,0.456,0.4980602373207483,0.06,0.2374868417407583
31622776601683.797,10000000000000.0,0.446,0.49707544698969,0.048,0.2137662274541981
31622776601683.797,31622776601683.797,0.436,0.4958870839213299,0.074,0.2617708921939183
31622776601683.797,100000000000000.0,0.424,0.494190246767376,0.068,0.251745903640953
31622776601683.797,316227766016837.94,0.474,0.4993235424051224,0.06,0.2374868417407583
31622776601683.797,1000000000000000.0,0.516,0.499743934430424,0.032,0.176
31622776601683.797,3162277660168379.5,0.47,0.4990991885387111,0.02,0.1399999999999999
31622776601683.797,1e+16,0.514,0.4998039615689336,0.016,0.125475097130865
100000000000000.0,10000000000.0,0.236,0.4246221850068599,0.034,0.181229136730273
100000000000000.0,31622776601.683792,0.23,0.4208325082500163,0.07,0.2551470164434614
100000000000000.0,100000000000.0,0.244,0.4294927240361587,0.06,0.2374868417407583
100000000000000.0,316227766016.83795,0.272,0.4449898875255481,0.062,0.2411555514600482
100000000000000.0,1000000000000.0,0.254,0.4352975993501457,0.088,0.2832948993540123
100000000000000.0,3162277660168.3794,0.236,0.4246221850068599,0.078,0.2681715868618448
100000000000000.0,10000000000000.0,0.224,0.4169220550654522,0.064,0.2447529366524536
100000000000000.0,31622776601683.797,0.236,0.4246221850068599,0.098,0.2973146481423342
100000000000000.0,100000000000000.0,0.234,0.423372176695635,0.084,0.2773878151613729
100000000000000.0,316227766016837.94,0.22,0.4142463035441596,0.072,0.2584879107424562
100000000000000.0,1000000000000000.0,0.274,0.4460089685196924,0.044,0.2050950998927083
100000000000000.0,3162277660168379.5,0.286,0.4518893669915236,0.04,0.1959591794226542
100000000000000.0,1e+16,0.228,0.4195426080864731,0.04,0.1959591794226542
